1635749125.827131,0,0
1635749126.328804,0,0
1635749126.8303907,0.3,0.0
1635749127.3321993,0.3,0.0
1635749127.8339477,0.3,0.3
1635749128.3358667,0.135,0.3
1635749128.8374183,0.18,0.3
1635749129.3389678,0.3,0.3
1635749129.8405282,0.18,0.3
1635749130.3421555,0.18,0.3
1635749130.8437939,0.3,0.3
1635749131.3454065,0.3,0.3
1635749131.8471475,0.3,0.3
1635749132.3489237,0.3,0.3
1635749132.8515878,0.3,0.3
1635749133.3541584,0.18,0.3
1635749133.8579662,0.3,0.3
1635749134.360269,0.3,0.3
1635749134.8624852,0.3,0.3
1635749135.3638194,0.3,0.3
1635749135.8653333,0.18,0.3
1635749136.3668764,0.18,0.3
1635749136.8684275,0.3,0.3
1635749137.3699188,0.135,0.3
1635749137.8713832,0.135,0.3
1635749138.3728454,0.18,0.3
1635749138.8754513,0.18,0.3
1635749139.3773804,0.0375,0.3
1635749139.8791592,0.135,0.3
1635749140.3811939,0.135,0.3
1635749140.883211,0.135,0.3
1635749141.385499,0.135,0.3
1635749141.8872151,0.135,0.3
1635749142.3889456,0.135,0.3
1635749142.890724,0.18,0.3
1635749143.3925955,0.135,0.3
1635749143.893826,0.0375,0.3
1635749144.3954692,0.18,0.3
1635749144.8970742,0.0375,0.3
1635749145.3987021,0.0375,0.3
1635749145.9002695,0.18,0.3
1635749146.4018445,0.0375,0.3
1635749146.9034488,0.18,0.3
1635749147.4051294,0.18,0.3
1635749147.9068263,0.18,0.3
1635749148.4085746,0.18,0.3
1635749148.910226,0.3,0.3
1635749149.4118578,0.18,0.3
1635749149.9134896,0.18,0.3
1635749150.4151573,0.18,0.3
1635749150.916835,0.18,0.3
1635749151.4193263,0.3,0.3
1635749151.9217043,0.18,0.3
1635749152.4238226,0.3,0.3
1635749152.9254572,0.3,0.3
1635749153.4269378,0.18,0.3
1635749153.9284213,0.18,0.3
1635749154.429873,0.3,0.3
1635749154.9313612,0.3,0.3
1635749155.4329312,0.3,0.3
1635749155.9344487,0.3,0.3
1635749156.436031,0.3,0.0
1635749156.9380214,0.3,0.3
1635749157.4400198,0.3,0.3
1635749157.9416134,0.135,0.3
1635749158.4433825,0.135,0.3
1635749158.9454367,0.135,0.3
1635749159.447172,0.135,0.3
1635749159.9488165,0.135,0.3
1635749160.4505634,0.0375,0.3
1635749160.9524217,0.18,0.3
1635749161.4538653,0.0375,0.3
1635749161.9555638,0.18,0.3
1635749162.45721,0.0375,0.3
1635749162.9588766,0.18,0.3
1635749163.460577,0.18,0.3
1635749163.9621723,0.0375,0.3
1635749164.4637723,0.18,0.3
1635749164.9654076,0.0375,0.3
1635749165.467104,0.0375,0.3
1635749165.969299,0.18,0.3
1635749166.4713652,0.0375,0.3
1635749166.973148,0.135,0.3
1635749167.4759228,0.18,0.3
1635749167.9785178,0.18,0.3
1635749168.4810178,0.135,0.3
1635749168.9834714,0.18,0.3
1635749169.4865122,0.18,0.3
1635749169.9885974,0.18,0.3
1635749170.490199,0.3,0.3
1635749170.9922638,0.18,0.3
1635749171.4938467,0.18,0.3
1635749171.9953966,0.3,0.3
1635749172.4970045,0.3,0.3
1635749172.998587,0.18,0.3
1635749173.500883,0.18,0.3
1635749174.0029895,0.3,0.3
1635749174.5045993,0.18,0.3
1635749175.0069304,0.3,0.3
1635749175.5086749,0.3,0.3
1635749176.0103426,0.3,0.3
1635749176.5119812,0.3,0.3
1635749177.0138803,0.3,0.3
1635749177.515741,0.18,0.3
1635749178.0174906,0.135,0.3
1635749178.5190477,0.135,0.3
1635749179.0208485,0.18,0.3
1635749179.5225756,0.0375,0.3
1635749180.0247893,0.18,0.3
1635749180.5264375,0.18,0.3
1635749181.0284293,0.18,0.3
1635749181.530187,0.0375,0.3
1635749182.032211,0.18,0.3
1635749182.5338395,0.0375,0.3
1635749183.035548,0.0375,0.3
1635749183.538216,0.18,0.3
1635749184.0408885,0.0375,0.3
1635749184.5431173,0.18,0.3
1635749185.0454397,0.0375,0.3
1635749185.547185,0.0375,0.3
1635749186.0496235,0.18,0.3
1635749186.5513036,0.135,0.3
1635749187.053007,0.135,0.3
1635749187.5564513,0.18,0.3
1635749188.0582976,0.18,0.3
1635749188.5605097,0.135,0.3
1635749189.0623634,0.18,0.3
1635749189.5644789,0.18,0.3
1635749190.0662956,0.3,0.3
1635749190.5682678,0.18,0.3
1635749191.0705867,0.18,0.3
1635749191.5731537,0.3,0.3
1635749192.0754702,0.3,0.3
1635749192.577644,0.18,0.3
1635749193.079178,0.3,0.3
1635749193.581018,0.18,0.3
1635749194.0825224,0.3,0.3
1635749194.5846803,0.3,0.3
1635749195.086295,0.3,0.3
1635749195.5881038,0.3,0.3
1635749196.08993,0.3,0.3
1635749196.5936797,0.3,0.3
1635749197.0956867,0.18,0.3
1635749197.5974336,0.3,0.3
1635749198.099226,0.3,0.3
1635749198.6009383,0.135,0.3
1635749199.1026447,0.0375,0.3
1635749199.6038673,0.18,0.3
1635749200.1057131,0.135,0.3
1635749200.6080642,0.135,0.3
1635749201.1099186,0.135,0.3
1635749201.611659,0.135,0.3
1635749202.1133914,0.0375,0.3
1635749202.6151872,0.18,0.3
1635749203.116853,0.135,0.3
1635749203.6184504,0.135,0.3
1635749204.1200707,0.0375,0.3
1635749204.621806,0.18,0.3
1635749205.123519,0.0375,0.3
1635749205.6253586,0.0375,0.3
1635749206.1270294,0.135,0.3
1635749206.6288633,0.18,0.3
1635749207.1307874,0.135,0.3
1635749207.6335495,0.135,0.3
1635749208.1353042,0.18,0.3
1635749208.637665,0.18,0.3
1635749209.139956,0.18,0.3
1635749209.6426554,0.3,0.3
1635749210.1446898,0.18,0.3
1635749210.6465297,0.135,0.3
1635749211.1483123,0.3,0.3
1635749211.6499445,0.18,0.3
1635749212.151574,0.3,0.3
1635749212.6532538,0.18,0.3
1635749213.15499,0.3,0.3
1635749213.6570098,0.3,0.3
1635749214.1587203,0.18,0.3
1635749214.6605806,0.18,0.3
1635749215.1656258,0.3,0.3
1635749215.667244,0.3,0.3
1635749216.1690335,0.3,0.3
1635749216.670861,0.18,0.3
1635749217.1726108,0.3,0.3
1635749217.674438,0.135,0.3
1635749218.176177,0.135,0.3
1635749218.6778026,0.18,0.3
1635749219.1797037,0.135,0.3
1635749219.6813436,0.18,0.3
1635749220.1830254,0.0375,0.3
1635749220.6847334,0.0375,0.3
1635749221.1868365,0.18,0.3
1635749221.688527,0.18,0.3
1635749222.190431,0.135,0.3
1635749222.6928442,0.135,0.3
1635749223.1952884,0.135,0.3
1635749223.6974728,0.18,0.3
1635749224.1996186,0.0375,0.3
1635749224.7019122,0.18,0.3
1635749225.2033906,0.0375,0.3
1635749225.7050984,0.0375,0.3
1635749226.207402,0.18,0.3
1635749226.7094703,0.135,0.3
1635749227.2119873,0.135,0.3
1635749227.7145271,0.18,0.3
1635749228.2169151,0.135,0.3
1635749228.7196927,0.135,0.3
1635749229.2246666,0.3,0.3
1635749229.7269673,0.18,0.3
1635749230.2290673,0.135,0.3
1635749230.7311423,0.18,0.3
1635749231.2335193,0.3,0.3
1635749231.7350814,0.18,0.3
1635749232.2365777,0.3,0.3
1635749232.7378147,0.18,0.3
1635749233.2395773,0.18,0.3
1635749233.7411735,0.3,0.3
1635749234.242791,0.3,0.3
1635749234.7444983,0.18,0.3
1635749235.2465096,0.3,0.3
1635749235.7483582,0.3,0.3
1635749236.250089,0.3,0.3
1635749236.7519329,0.3,0.3
1635749237.2536812,0.3,0.3
1635749237.755429,0.3,0.3
1635749238.2579715,0.3,0.0
1635749238.7602158,0.3,0.0
1635749239.2622154,0.0,0.3
1635749239.7643552,0.0,0.3
1635749240.2665248,0.0,0.3
1635749240.7680938,0.0375,0.3
1635749241.2697036,0.18,0.3
1635749241.7713497,0.0375,0.3
1635749242.2731838,0.0375,0.3
1635749242.77495,0.0375,0.3
1635749243.2765894,0.0,0.3
1635749243.778464,0.0,0.3
1635749244.2802076,0.0,0.3
1635749244.7819786,0.0,0.3
1635749245.2837782,0.0,0.3
1635749245.785639,0.0,0.3
1635749246.2877696,0.0,0.3
1635749246.789937,0.0,0.3
1635749247.292583,0.0,0.3
1635749247.7950883,0.0,0.3
1635749248.296584,0.0,0.3
1635749248.7980447,0.0,0.3
1635749249.2995849,0.0,0.3
1635749249.8011415,0.0,0.3
1635749250.30278,0.0,0.3
1635749250.8045044,0.3,0.0
1635749251.3062975,0.3,0.0
1635749251.8079057,0.3,0.0
1635749252.3095865,0.3,0.0
1635749252.8113213,0.3,0.0
1635749253.32055,0.3,0.0
1635749253.8224254,0.3,0.0
1635749254.3239594,0.3,0.0
1635749254.8255546,0.3,0.0
1635749255.3281672,0.3,0.0
1635749255.8297248,0.18,0.3
1635749256.3312416,0.0375,0.3
1635749256.8328402,0.0375,0.3
1635749257.3345518,0.18,0.3
1635749257.8367162,0.135,0.3
1635749258.3385139,0.18,0.3
1635749258.840352,0.135,0.3
1635749259.3427567,0.18,0.3
1635749259.84624,0.18,0.3
1635749260.348399,0.18,0.3
1635749260.8508081,0.18,0.3
1635749261.3533032,0.18,0.3
1635749261.8549588,0.18,0.3
1635749262.3566701,0.3,0.3
1635749262.8582413,0.3,0.3
1635749263.3602076,0.3,0.3
1635749263.861739,0.3,0.3
1635749264.3636465,0.3,0.3
1635749264.8654406,0.3,0.3
1635749265.367228,0.3,0.3
1635749265.8689237,0.3,0.3
1635749266.3756607,0.3,0.3
1635749266.8784156,0.3,0.3
1635749267.3806627,0.3,0.3
1635749267.8830423,0.3,0.3
1635749268.3854785,0.3,0.3
1635749268.8880112,0.3,0.3
1635749269.3917034,0.3,0.3
1635749269.8944004,0.3,0.3
1635749270.3962622,0.3,0.3
1635749270.8979297,0.3,0.3
1635749271.4002867,0.3,0.3
1635749271.9020152,0.3,0.3
1635749272.4039614,0.3,0.3
1635749272.9057171,0.3,0.3
1635749273.4076016,0.3,0.3
1635749273.9096458,0.3,0.3
1635749274.4126277,0.3,0.3
1635749274.914398,0.3,0.3
1635749275.4161434,0.3,0.3
1635749275.9177506,0.3,0.3
